ICD9,Description,HCUP CCS Classification,HCC Category,CCW Classification,CDPS Classification
20800,Ac leu un cl wo ach rmsn,Leukemias,HCC7 Metastatic Cancer and Acute Leukemia,,"Cancer, High"
20801,Act leuk uns cl w rmson,Leukemias,HCC7 Metastatic Cancer and Acute Leukemia,,"Cancer, High"
20802,Ac leuk uns cl relapse,Leukemias,HCC7 Metastatic Cancer and Acute Leukemia,,"Cancer, High"
20810,Ch leu un cl wo ach rmsn,Leukemias,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
20811,Chr leuk uns cl w rmson,Leukemias,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
20812,Ch leu uns cl in relapse,Leukemias,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
20820,Sbc leu un cl wo ah rmsn,Leukemias,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
20821,Sbac leuk uns cl w rmson,Leukemias,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
20822,Sbac leu uns cl-relapse,Leukemias,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
20880,Ot leu un cl wo ach rmsn,Leukemias,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
20881,Oth leuk uns cl w rmson,Leukemias,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
20882,Oth leuk uns cl-relapse,Leukemias,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
20890,Leuk NOS w/o achv rmsn,Leukemias,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
20891,Leukemia NOS w remission,Leukemias,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
20892,Leukemia NOS in relapse,Leukemias,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
20900,Mal crcnoid sm intst NOS,GI/perit can,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,"Cancer, High"
20901,Malig carcinoid duodenum,GI/perit can,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,"Cancer, High"
20902,Malig carcinoid jejunum,GI/perit can,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,"Cancer, High"
20903,Malig carcinoid ileum,GI/perit can,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,"Cancer, High"
20910,Mal crcnoid lg intst NOS,Colon cancer,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,"Cancer, High"
20911,Malig carcinoid appendix,Colon cancer,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,"Cancer, High"
20912,Malig carcinoid cecum,Colon cancer,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,"Cancer, High"
20913,Mal crcnoid ascend colon,Colon cancer,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,"Cancer, High"
20914,Mal crcnoid transv colon,Colon cancer,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,"Cancer, High"
20915,Mal carcinoid desc colon,Colon cancer,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,"Cancer, High"
20916,Mal carcinoid sig colon,Colon cancer,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,"Cancer, High"
20917,Malig carcinoid rectum,Rctm/anus ca,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,"Cancer, High"
20920,Mal crcnd prim site unkn,Malig neopls,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,"Cancer, High"
20921,Mal carcinoid bronc/lung,Brnch/lng ca,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,"Cancer, High"
20922,Malig carcinoid thymus,Ot primry ca,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,"Cancer, High"
20923,Malig carcinoid stomach,Stomch cancr,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,"Cancer, High"
20924,Malig carcinoid kidney,Kidny/rnl ca,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,"Cancer, High"
20925,Mal carcnoid foregut NOS,Ot primry ca,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,"Cancer, High"
20926,Mal carcinoid midgut NOS,Ot primry ca,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,"Cancer, High"
20927,Mal carcnoid hindgut NOS,Ot primry ca,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,"Cancer, High"
20929,Malig carcinoid oth site,Malig neopls,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,"Cancer, High"
20930,Malig neuroendo ca NOS,Malig neopls,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,"Cancer, High"
20931,Merkel cell ca-face,Non-epith ca,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,"Cancer, High"
20932,Merkel cell ca-sclp/neck,Non-epith ca,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,"Cancer, High"
20933,Merkel cell ca-up limb,Non-epith ca,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,"Cancer, High"
20934,Merkel cell ca-low limb,Non-epith ca,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,"Cancer, High"
20935,Merkel cell ca-trunk,Non-epith ca,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,"Cancer, High"
20936,Merkel cell ca-oth sites,Non-epith ca,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,"Cancer, High"
20940,Ben crcnoid sm intst NOS,Ot bnign neo,,,"Cancer, Benign"
20941,Ben carcinoid duodenum,Ot bnign neo,,,"Cancer, Benign"
20942,Benign carcinoid jejunum,Ot bnign neo,,,"Cancer, Benign"
20943,Benign carcinoid ileum,Ot bnign neo,,,"Cancer, Benign"
20950,Ben crcnoid lg intst NOS,Ot bnign neo,,,"Cancer, Benign"
20951,Ben carcinoid appendix,Ot bnign neo,,,"Cancer, Benign"
20952,Benign carcinoid cecum,Ot bnign neo,,,"Cancer, Benign"
20953,Ben carcinoid asc colon,Ot bnign neo,,,"Cancer, Benign"
20954,Ben crcinoid trans colon,Ot bnign neo,,,"Cancer, Benign"
20955,Ben carcinoid desc colon,Ot bnign neo,,,"Cancer, Benign"
20956,Ben carcinoid sig colon,Ot bnign neo,,,"Cancer, Benign"
20957,Benign carcinoid rectum,Ot bnign neo,,,"Cancer, Benign"
20960,Ben crcnd prim site unkn,Ot bnign neo,,,"Cancer, Benign"
20961,Ben carcinoid bronc/lung,Ot bnign neo,,,"Cancer, Benign"
20962,Benign carcinoid thymus,Ot bnign neo,,,"Cancer, Benign"
20963,Benign carcinoid stomach,Ot bnign neo,,,"Cancer, Benign"
20964,Benign carcinoid kidney,Ot bnign neo,,,"Cancer, Benign"
20965,Ben crcinoid foregut NOS,Ot bnign neo,,,"Cancer, Benign"
20966,Ben crcinoid midgut NOS,Ot bnign neo,,,"Cancer, Benign"
20967,Ben crcnoid hindgut NOS,Ot bnign neo,,,"Cancer, Benign"
20969,Bengn carcinoid oth site,Ot bnign neo,,,"Cancer, Benign"
20970,Sec neuroendo tumor NOS,Malig neopls,HCC7 Metastatic Cancer and Acute Leukemia,,"Cancer, High"
20971,Sec neuroend tu dist lym,2ndary malig,HCC7 Metastatic Cancer and Acute Leukemia,,"Cancer, High"
20972,Sec neuroend tumor-liver,2ndary malig,HCC7 Metastatic Cancer and Acute Leukemia,,"Cancer, High"
20973,Sec neuroendo tumor-bone,2ndary malig,HCC7 Metastatic Cancer and Acute Leukemia,,"Cancer, High"
20974,Sec neuroendo tu-periton,2ndary malig,HCC7 Metastatic Cancer and Acute Leukemia,,"Cancer, High"
20975,Secondary Merkel cell ca,Malig neopls,HCC7 Metastatic Cancer and Acute Leukemia,,"Cancer, High"
20979,Sec neuroend tu oth site,Malig neopls,HCC7 Metastatic Cancer and Acute Leukemia,,"Cancer, High"
2100,Benign neoplasm lip,Ot bnign neo,,,"Cancer, Benign"
2101,Benign neoplasm tongue,Ot bnign neo,,,"Cancer, Benign"
2102,Ben neo major salivary,Ot bnign neo,,,"Cancer, Benign"
2103,Benign neo mouth floor,Ot bnign neo,,,"Cancer, Benign"
2104,Benign neo mouth NEC/NOS,Ot bnign neo,,,"Cancer, Benign"
2105,Benign neoplasm tonsil,Ot bnign neo,,,"Cancer, Benign"
2106,Benign neo oropharyn NEC,Ot bnign neo,,,"Cancer, Benign"
2107,Benign neo nasopharynx,Ot bnign neo,,,"Cancer, Benign"
2108,Benign neo hypopharynx,Ot bnign neo,,,"Cancer, Benign"
2109,Benign neo pharynx NOS,Ot bnign neo,,,"Cancer, Benign"
2110,Benign neo esophagus,Ot bnign neo,,,"Cancer, Benign"
2111,Benign neoplasm stomach,Ot bnign neo,,,"Cancer, Benign"
2112,Benign neoplasm sm bowel,Ot bnign neo,,,"Cancer, Benign"
2113,Benign neoplasm lg bowel,Ot bnign neo,,,"Cancer, Benign"
2114,Benign neopl rectum/anus,Ot bnign neo,,,"Cancer, Benign"
2115,Ben neo liver/bile ducts,Ot bnign neo,,,"Cancer, Benign"
2116,Benign neoplasm pancreas,Ot bnign neo,,,"Cancer, Benign"
2117,Ben neo islets langerhan,Ot bnign neo,,,"Cancer, Benign"
2118,Ben neo peritoneum,Ot bnign neo,,,"Cancer, Benign"
2119,Ben neo GI tract NEC/NOS,Ot bnign neo,,,"Cancer, Benign"
2120,Ben neo nasal cav/sinus,Ot bnign neo,,,"Cancer, Benign"
2121,Benign neo larynx,Ot bnign neo,,,"Cancer, Benign"
2122,Benign neo trachea,Ot bnign neo,,,"Cancer, Benign"
2123,Benign neo bronchus/lung,Ot bnign neo,,,"Cancer, Benign"
2124,Benign neoplasm pleura,Ot bnign neo,,,"Cancer, Benign"
2125,Benign neo mediastinum,Ot bnign neo,,,"Cancer, Benign"
2126,Benign neoplasm thymus,Ot bnign neo,,,"Cancer, Benign"
2127,Benign neoplasm heart,Ot bnign neo,,,"Cancer, Benign"
2128,Benign neo resp sys NEC,Ot bnign neo,,,"Cancer, Benign"
2129,Benign neo resp sys NOS,Ot bnign neo,,,"Cancer, Benign"
2130,Ben neo skull/face bone,Ot bnign neo,,,"Cancer, Benign"
2131,Ben neo lower jaw bone,Ot bnign neo,,,"Cancer, Benign"
2132,Benign neo vertebrae,Ot bnign neo,,,"Cancer, Benign"
2133,Ben neo ribs/stern/clav,Ot bnign neo,,,"Cancer, Benign"
2134,Ben neo long bones arm,Ot bnign neo,,,"Cancer, Benign"
2135,Ben neo bones wrist/hand,Ot bnign neo,,,"Cancer, Benign"
2136,Benign neo pelvic girdle,Ot bnign neo,,,"Cancer, Benign"
2137,Ben neo long bones leg,Ot bnign neo,,,"Cancer, Benign"
2138,Ben neo bones ankle/foot,Ot bnign neo,,,"Cancer, Benign"
2139,Benign neo bone NOS,Ot bnign neo,,,"Cancer, Benign"
2140,Lipoma skin face,Ot bnign neo,,,"Cancer, Benign"
2141,Lipoma skin NEC,Ot bnign neo,,,"Cancer, Benign"
2142,Lipoma intrathoracic,Ot bnign neo,,,"Cancer, Benign"
2143,Lipoma intra-abdominal,Ot bnign neo,,,"Cancer, Benign"
2144,Lipoma spermatic cord,Ot bnign neo,,,"Cancer, Benign"
2148,Lipoma NEC,Ot bnign neo,,,"Cancer, Benign"
2149,Lipoma NOS,Ot bnign neo,,,"Cancer, Benign"
2150,Ben neo soft tissue head,Ot bnign neo,,,"Cancer, Benign"
2152,Ben neo soft tissue arm,Ot bnign neo,,,"Cancer, Benign"
2153,Ben neo soft tissue leg,Ot bnign neo,,,"Cancer, Benign"
2154,Ben neo soft tis thorax,Ot bnign neo,,,"Cancer, Benign"
2155,Ben neo soft tis abdomen,Ot bnign neo,,,"Cancer, Benign"
2156,Ben neo soft tis pelvis,Ot bnign neo,,,"Cancer, Benign"
2157,Benign neo trunk NOS,Ot bnign neo,,,"Cancer, Benign"
2158,Ben neo soft tissue NEC,Ot bnign neo,,,"Cancer, Benign"
2159,Ben neo soft tissue NOS,Ot bnign neo,,,"Cancer, Benign"
2160,Benign neo skin lip,Ot bnign neo,,,"Cancer, Benign"
2161,Benign neo skin eyelid,Ot bnign neo,,,"Cancer, Benign"
2162,Benign neo skin ear,Ot bnign neo,,,"Cancer, Benign"
2163,Benign neo skin face NEC,Ot bnign neo,,,"Cancer, Benign"
2164,Ben neo scalp/skin neck,Ot bnign neo,,,"Cancer, Benign"
2165,Benign neo skin trunk,Ot bnign neo,,,"Cancer, Benign"
2166,Benign neo skin arm,Ot bnign neo,,,"Cancer, Benign"
2167,Benign neo skin leg,Ot bnign neo,,,"Cancer, Benign"
2168,Benign neoplasm skin NEC,Ot bnign neo,,,"Cancer, Benign"
2169,Benign neoplasm skin NOS,Ot bnign neo,,,"Cancer, Benign"
217,Benign neoplasm breast,Ot bnign neo,,,"Cancer, Benign"
2180,Submucous leiomyoma,Bnign ut neo,,,"Cancer, Benign"
2181,Intramural leiomyoma,Bnign ut neo,,,"Cancer, Benign"
2182,Subserous leiomyoma,Bnign ut neo,,,"Cancer, Benign"
2189,Uterine leiomyoma NOS,Bnign ut neo,,,"Cancer, Benign"
2190,Benign neo cervix uteri,Bnign ut neo,,,"Cancer, Benign"
2191,Benign neo corpus uteri,Bnign ut neo,,,"Cancer, Benign"
2198,Benign neo uterus NEC,Bnign ut neo,,,"Cancer, Benign"
2199,Benign neo uterus NOS,Bnign ut neo,,,"Cancer, Benign"
220,Benign neoplasm ovary,Ot bnign neo,,,"Infectious Disease, Medium"
2210,Ben neo fallopian tube,Ot bnign neo,,,"Cancer, Benign"
2211,Benign neoplasm vagina,Ot bnign neo,,,"Cancer, Benign"
2212,Benign neoplasm vulva,Ot bnign neo,,,"Cancer, Benign"
2218,Ben neo fem genital NEC,Ot bnign neo,,,"Cancer, Benign"
2219,Ben neo fem genital NOS,Ot bnign neo,,,"Cancer, Benign"
2220,Benign neoplasm testis,Ot bnign neo,,,"Cancer, Benign"
2221,Benign neoplasm penis,Ot bnign neo,,,"Cancer, Benign"
2222,Benign neoplasm prostate,Ot bnign neo,,,"Cancer, Benign"
2223,Benign neo epididymis,Ot bnign neo,,,"Cancer, Benign"
2224,Benign neoplasm scrotum,Ot bnign neo,,,"Cancer, Benign"
2228,Ben neo male genital NEC,Ot bnign neo,,,"Cancer, Benign"
2229,Ben neo male genital NOS,Ot bnign neo,,,"Cancer, Benign"
2230,Benign neoplasm kidney,Ot bnign neo,,Kidney Diseas,"Cancer, Benign"
2231,Benign neo renal pelvis,Ot bnign neo,,,"Cancer, Benign"
2232,Benign neoplasm ureter,Ot bnign neo,,,"Cancer, Benign"
2233,Benign neoplasm bladder,Ot bnign neo,,,"Cancer, Benign"
22381,Benign neoplasm urethra,Ot bnign neo,,,"Cancer, Benign"
22389,Benign neo urinary NEC,Ot bnign neo,,,"Cancer, Benign"
2239,Benign neo urinary NOS,Ot bnign neo,,,"Cancer, Benign"
2240,Benign neoplasm eyeball,Ot bnign neo,,,"Cancer, Benign"
2241,Benign neoplasm orbit,Ot bnign neo,,,"Cancer, Benign"
2242,Ben neo lacrimal gland,Ot bnign neo,,,"Cancer, Benign"
2243,Benign neo conjunctiva,Ot bnign neo,,,"Cancer, Benign"
2244,Benign neoplasm cornea,Ot bnign neo,,,"Cancer, Benign"
2245,Benign neoplasm retina,Ot bnign neo,,,"Cancer, Benign"
2246,Benign neoplasm choroid,Ot bnign neo,,,"Cancer, Benign"
2247,Ben neo lacrimal duct,Ot bnign neo,,,"Cancer, Benign"
2248,Benign neoplasm eye NEC,Ot bnign neo,,,"Cancer, Benign"
2249,Benign neoplasm eye NOS,Ot bnign neo,,,"Cancer, Benign"
2250,Benign neoplasm brain,Ot bnign neo,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,"Cancer, Benign"
2251,Benign neo cranial nerve,Ot bnign neo,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,"Cancer, Benign"
2252,Ben neo cerebr meninges,Ot bnign neo,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,"Cancer, Benign"
2253,Benign neo spinal cord,Ot bnign neo,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,"Cancer, Benign"
2254,Ben neo spinal meninges,Ot bnign neo,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,"Cancer, Benign"
2258,Benign neo nerv sys NEC,Ot bnign neo,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,"Cancer, Benign"
2259,Benign neo nerv sys NOS,Ot bnign neo,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,"Cancer, Benign"
226,Benign neoplasm thyroid,Ot bnign neo,,,"Cancer, Benign"
2270,Benign neoplasm adrenal,Ot bnign neo,,,"Cancer, Benign"
2271,Benign neo parathyroid,Ot bnign neo,,,"Cancer, Benign"
2273,Benign neo pituitary,Ot bnign neo,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,"Cancer, Benign"
2274,Ben neopl pineal gland,Ot bnign neo,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,"Cancer, Benign"
2275,Benign neo carotid body,Ot bnign neo,,,"Cancer, Benign"
2276,Ben neo paraganglia NEC,Ot bnign neo,,,"Cancer, Benign"
2278,Benign neo endocrine NEC,Ot bnign neo,,,"Cancer, Benign"
2279,Benign neo endocrine NOS,Ot bnign neo,,,"Cancer, Benign"
22800,Hemangioma NOS,Ot bnign neo,,,"Cancer, Benign"
22801,Hemangioma skin,Ot bnign neo,,,"Cancer, Benign"
22802,Hemangioma intracranial,Ot bnign neo,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,"Cancer, Benign"
22803,Hemangioma retina,Ot bnign neo,,,"Cancer, Benign"
22804,Hemangioma intra-abdom,Ot bnign neo,,,"Cancer, Benign"
22809,Hemangioma NEC,Ot bnign neo,,,"Cancer, Benign"
2281,"Lymphangioma, any site",Ot bnign neo,,,"Cancer, Benign"
2290,Benign neo lymph nodes,Ot bnign neo,,,"Cancer, Benign"
2298,Benign neoplasm NEC,Ot bnign neo,,,"Cancer, Benign"
2299,Benign neoplasm NOS,Ot bnign neo,,,"Cancer, Benign"
2300,Ca in situ oral cav/phar,Hd/nck cancr,,,Cancer
2301,Ca in situ esophagus,Esoph cancer,,,Cancer
2302,Ca in situ stomach,Stomch cancr,,,Cancer
2303,Ca in situ colon,Colon cancer,,Colorectal Ca,Cancer
2304,Ca in situ rectum,Rctm/anus ca,,Colorectal Ca,Cancer
2305,Ca in situ anal canal,Rctm/anus ca,,,Cancer
2306,Ca in situ anus NOS,Rctm/anus ca,,,Cancer
2307,Ca in situ bowel NEC/NOS,GI/perit can,,,Cancer
2308,Ca in situ liver/biliary,Liver/ibd ca,,,Cancer
2309,Ca in situ GI NEC/NOS,GI/perit can,,,Cancer
2310,Ca in situ larynx,Hd/nck cancr,,,Cancer
2311,Ca in situ trachea,Ot respir ca,,,Cancer
2312,Ca in situ bronchus/lung,Brnch/lng ca,,Lung Cancer,Cancer
2318,Ca in situ resp sys NEC,Ot respir ca,,,Cancer
2319,Ca in situ resp sys NOS,Ot respir ca,,,Cancer
2320,Ca in situ skin lip,Non-epith ca,,,Cancer
2321,Ca in situ eyelid,Non-epith ca,,,Cancer
2322,Ca in situ skin ear,Non-epith ca,,,Cancer
2323,Ca in situ skin face NEC,Non-epith ca,,,Cancer
2324,Ca in situ scalp,Non-epith ca,,,Cancer
2325,Ca in situ skin trunk,Non-epith ca,,,Cancer
2326,Ca in situ skin arm,Non-epith ca,,,Cancer
2327,Ca in situ skin leg,Non-epith ca,,,Cancer
2328,Ca in situ skin NEC,Non-epith ca,,,Cancer
2329,Ca in situ skin NOS,Non-epith ca,,,Cancer
2330,Ca in situ breast,Breast cancr,,Breast Cancer,Cancer
2331,Ca in situ cervix uteri,Cervix cancr,,,Cancer
2332,Ca in situ uterus NEC,Uterus cancr,,Endometrial C,Cancer
23330,Ca in situ fem gen NOS,Fem genit ca,,,Cancer
23331,Carcinoma in situ vagina,Fem genit ca,,,Cancer
23332,Carcinoma in situ vulva,Fem genit ca,,,Cancer
23339,Ca in situ fem gen NEC,Fem genit ca,,,Cancer
2334,Ca in situ prostate,Prostate can,,Prostate Canc,Cancer
2335,Ca in situ penis,Mal genit ca,,,Cancer
2336,Ca in situ male gen NEC,Mal genit ca,,,Cancer
2337,Ca in situ bladder,Bladder cncr,,,Cancer
2339,Ca in situ urinary NEC,Uriny org ca,,,Cancer
2340,Ca in situ eye,Ot primry ca,,,Cancer
2348,Ca in situ NEC,Ot primry ca,,,Cancer
2349,Ca in situ NOS,Ot primry ca,,,Cancer
2350,Unc behav neo salivary,Neoplsm unsp,,,Cancer
2351,Unc behav neo oral/phar,Neoplsm unsp,,,Cancer
2352,Unc behav neo intestine,Neoplsm unsp,,,Cancer
2353,Unc behav neo liver,Neoplsm unsp,,,Cancer
2354,Unc behav neo peritoneum,Neoplsm unsp,,,Cancer
2355,Unc behav neo GI NEC,Neoplsm unsp,,,Cancer
2356,Unc behav neo larynx,Neoplsm unsp,,,Cancer
2357,Unc behav neo lung,Neoplsm unsp,,,Cancer
2358,Unc behav neo pleura,Neoplsm unsp,,,Cancer
2359,Unc behav neo resp NEC,Neoplsm unsp,,,Cancer
2360,Uncert behav neo uterus,Neoplsm unsp,,,Cancer
2361,Unc behav neo placenta,Neoplsm unsp,,,Cancer
2362,Unc behav neo ovary,Neoplsm unsp,,,Cancer
2363,Unc behav neo female NEC,Neoplsm unsp,,,Cancer
2364,Unc behav neo testis,Neoplsm unsp,,,Cancer
2365,Unc behav neo prostate,Neoplsm unsp,,,Cancer
2366,Unc behav neo male NEC,Neoplsm unsp,,,Cancer
2367,Unc behav neo bladder,Neoplsm unsp,,,Cancer
23690,Unc behav neo urinar NOS,Neoplsm unsp,,,Cancer
23691,Unc behav neo kidney,Neoplsm unsp,,Kidney Diseas,Cancer
23699,Unc behav neo urinar NEC,Neoplsm unsp,,,Cancer
2370,Unc behav neo pituitary,Neoplsm unsp,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,Cancer
2371,Unc behav neo pineal,Neoplsm unsp,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,Cancer
2372,Unc behav neo adrenal,Neoplsm unsp,,,Cancer
2373,Unc behav neo paragang,Neoplsm unsp,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,Cancer
2374,Uncer neo endocrine NEC,Neoplsm unsp,,,Cancer
2375,Unc beh neo brain/spinal,Neoplsm unsp,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,Cancer
2376,Unc behav neo meninges,Neoplsm unsp,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,Cancer
23770,Neurofibromatosis NOS,Neoplsm unsp,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,Cancer
23771,Neurofibromatosis type I,Neoplsm unsp,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,Cancer
23772,Neurofibromatosis typ II,Neoplsm unsp,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,Cancer
23773,Schwannomatosis,Neoplsm unsp,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,Cancer
23779,Neurofibromatosis NEC,Neoplsm unsp,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,Cancer
2379,Unc beh neo nerv sys NEC,Neoplsm unsp,"HCC10 Breast, Prostate, Colorectal and Other Cancers and Tumors",,Cancer
2380,Unc behav neo bone,Neoplsm unsp,,,Cancer
2381,Unc behav neo soft tissu,Neoplsm unsp,,,Cancer
2382,Unc behav neo skin,Neoplsm unsp,,,Cancer
